Harald;20;false;Harald@43;true;false
Erik;70;true;Erik@44;true;true
Tobias;13;false;Tobias@45;true;false
Erik;3;false;Erik@46;true;true
Carl;29;false;Carl@47;true;true
Carl;46;false;Carl@48;false;true
Gudit;94;false;Gudit@49;true;true
Erik;32;true;Erik@50;true;false
Harald;18;false;Harald@51;false;true
Erik;51;false;Erik@52;false;false
Carl;87;true;Carl@53;true;false
Harald;59;false;Harald@54;false;true
Carl;51;false;Carl@55;true;true
Gudit;9;true;Gudit@56;true;false
Lasse;13;false;Lasse@57;false;true
Harald;19;false;Harald@58;false;false
Lasse;13;false;Lasse@59;false;true
Erik;67;true;Erik@60;false;false
Gudit;99;false;Gudit@61;false;true
Carl;4;false;Carl@62;false;false
Tobias;71;true;Tobias@63;false;false
Erik;28;true;Erik@64;false;true
Gudit;39;false;Gudit@65;true;false
Lasse;90;true;Lasse@66;true;true
Lasse;28;true;Lasse@67;false;true
Tobias;54;false;Tobias@68;true;false
Harald;44;false;Harald@69;false;false
Erik;50;false;Erik@70;false;true
Gudit;86;false;Gudit@71;true;true
Erik;16;false;Erik@72;false;true
Harald;87;true;Harald@73;true;false
Carl;79;true;Carl@74;false;true
Harald;21;false;Harald@75;true;false
Erik;67;true;Erik@76;false;true
Carl;36;false;Carl@77;false;false
Gudit;95;false;Gudit@78;true;false
Erik;7;false;Erik@79;true;false
Harald;84;false;Harald@80;true;true
Erik;44;false;Erik@81;false;true
Tobias;51;false;Tobias@82;false;true
Gudit;73;false;Gudit@83;false;false
Harald;75;true;Harald@84;false;true
Tobias;83;false;Tobias@85;false;true
Lasse;49;false;Lasse@86;false;false
Erik;85;false;Erik@87;false;false
Tobias;89;true;Tobias@88;false;false
Erik;78;true;Erik@89;true;false
Lasse;13;true;Lasse@90;false;true
Gudit;64;false;Gudit@91;false;false
Lasse;34;true;Lasse@92;false;false
Gudit;76;false;Gudit@93;true;false
Gudit;3;false;Gudit@94;true;false
Lasse;31;false;Lasse@95;true;true
Lasse;58;true;Lasse@96;true;true
Carl;24;false;Carl@97;false;true
Gudit;86;true;Gudit@98;false;false
Tobias;45;false;Tobias@99;false;false
